CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,NatRef,lon_x1,lat_y1,lon_x2,lat_y2,G1,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G40,G41,G42,G43,G44,G45,G46,G47,G49,G50,G52,G53,G54,G56,G57,G58,G59,G60,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G76,G77,G79,G80,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G95,G96,G97,G98,G99,G100,G101,G102,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G137,G138,G139,G140,G141,G142,G143,G144,G145,G147,G148,G150,G151,G152,G153,G154,G155,G156,G158,G159,G160,G161,G162,G163,G164,G165,G166,G167,G171,G172,G174,G175,G176,G177,G178,G179,G180,G181,G182,G184,G186,G187,G188,G189,G190,G191,G193,G194,G195,G198,G199,G200,G201,G202,G203,G204,G205,G206,G207,G208,G210,G211,G213
Surfrider Foundation Europe,"5 Prom. Maurice Rouvier, 06230 Saint-Jean-Cap-Ferrat, France",,Mediterranean Sea,350,,,20191211,Cleanup,,7.332930999999999,43.692371099999995,7.332930999999999,43.69237110649535,,27,,,2,,,,,,,,,,,,,63,,,,,5,2,,,,12,,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Surfrider Foundation Europe,"Passeig del Mare Nostrum, 15, 08039 Barcelona, Spain",ES,Mediterranean Sea,1200,,,20190823,Cleanup,,2.1885526,41.36942249999999,2.1885526,41.36942250674153,,50,,,106,34,,40,,,5,,,,,,,344,,,,,2,5000,,,30,8,29,63,25,260,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,500,,,,,,,,,,,,,,10,,,,,,,,,1,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,13,,,,,,,,5,,,0
Black Sea NGO Network || MELTEMI,Shkorpilovtsi,BG,Black Sea,162,Rural,Sandy,20190710,Monitoring,,27.89891667010446,42.955650000031035,27.899266669908844,42.954216670059786,,,1,,,,,,,,,,,,,,,12,,,,,,215,,,13,,,5,,8,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,27,,,,,,,,,,,,,,,,,10,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surfrider Foundation Europe,"D27, 34150 Aniane, France",,Unknown,750,,,20190518,Cleanup,,3.570847,43.700331,3.570847,43.70033100649449,,,,,26,38,,,,,,,,,,,,70,,,,,8,454,,,,,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,,,,,,,,,,,,,,,,,,,,,,,69,,,98,,,,,,,,,,,,,,,12,,37,,,,,,,,350,,,0
Surfrider Foundation Europe,"1 Place du Lavoir, 14113 Villerville, France",FR,North-east Atlantic Ocean,750,,,20190519,Cleanup,,0.1268668,49.399485,0.1268668,49.39948500584606,,50,,,8,11,,50,,,3,,,,,,,9,,,,,3,18,,,3,10,8,50,,1,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,2,2,,,,,3000,,1500,,,,,,,,,,,,2,,,,,3,,,,1,,,,,,,,,,,,,,,,,10,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,10,,1,,,,,,,,3,,,0
Surfrider Foundation Europe,"Unnamed Road, 35350, 35350 Saint-Coulomb, France",,North-east Atlantic Ocean,2000,,,20190324,Cleanup,,-1.9112210000000003,48.67545,-1.9112210000000003,48.675450005931786,,60,,,2,1,,10,,,3,,,,,,,8,,,,,1,36,,,20,6,4,2,,2,,,,,,,,,3,,,20,,,,15,,,6,,,,,,,,,,1,2,,,,,30,,20,,,,,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,4,,,8,,,,,,,,,,,,,,,30,,12,,,,,,,,60,,,0
"Aarhus University, Denmark ",MSFD Skagen,DK,North-east Atlantic Ocean,99,Rural,Other (mixed),20190915,Monitoring,,10.58123183286403,57.74860901131989,10.582810882487294,57.74891554142239,,,1,,,,,1,,,1,,,,,,,15,3,13,4,1,,2,,,,3,2,,2,15,,1,,,,,,,,,2,59,,51,,,,,,,1,,,,2,5,,,4,1,,,,,84,,4,,,,,1,,,,1,,,89,,,,,,,,4,13,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,8,1,,,,,,,,,,,,,,,,,,,,1,,2,,,2,11,,,,2,,,7
Surfrider Foundation Europe,"Plage de, Rue de l'Uhabia, 64210 Bidart, France",FR,North-east Atlantic Ocean,150,,,20190320,Cleanup,,-1.6002076000000003,43.431907499999994,-1.6002076000000003,43.431907506523494,,50,,,7,5,,1,,,5,,,,,,,180,,,,,4,4,,,70,60,,3,,20,,,,,,,,,,,,200,,,,,,,15,,,,,,,,,,,2,,,,,50,,65,,,,,,,,,,,,60,,,,,4,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,0
Surfrider Foundation Europe,"Passeig del Mare Nostrum, 15, 08039 Barcelona, Spain",ES,Mediterranean Sea,1200,,,20190628,Cleanup,,2.1885526,41.36942249999999,2.1885526,41.36942250674153,,36,,,112,67,,24,,,3,,,,,,,330,,,,,6,1700,,,22,10,7,225,36,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,25,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,133,,,32,,,,,,,,,,,,,,,,,18,,,,,,,,6,,,0
Anemone,Saturn (Anemone),RO,Black Sea,102,Urban,Sandy,20190403,Monitoring,RO000002,28.59050999982037,43.83461000009317,28.590550000003354,43.833689999753865,,,62,,13,15,,2,,,,,,,,,,38,3,8,1,,1,76,,3,21,5,6,9,9,48,1,,1,,,,,,,,1,10,,1,,5,,,,2,,,,,17,,,,,,,8,,,91,,,,,,,5,,,,,,,15,,,1,,1,,,12,,,,,,,1,,,2,4,,,,,5,,4,76,,2,,,5,2,,,,22,2,,34,,,,,,,11,,,24,,,17,,,,,,,,,,,8,,,,15,14,3,,,,4,,,,103,,1,
Surfrider Foundation Europe,"ERROMARDIE, saint jean de luz, France",FR,North-east Atlantic Ocean,100,,,20191129,Monitoring,,-1.6429374000000003,43.404734299999994,-1.6429374000000003,43.40473430652642,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,5,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,0
Surfrider Foundation Europe,"Route de la Porte Saint-James, 75116 Paris, France",,Unknown,5000,,,20190621,Cleanup,,2.2601396,48.8766278,2.2601396,48.876627805908065,,1000,,,,40,,50,,,,,,,,,,20,,,,,,100,,,20,40,10,50,20,50,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,35,,,100,,,,,,,,,,,,,,,10,,20,,,,,,,,20,,,0
"Aarhus University, Denmark ",MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20190626,Monitoring,,12.576667534348767,55.557674883681656,12.575087175880132,55.557611412989964,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,9,,,,,,,2,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gBqsPxAZ,Labrego,PT,North-east Atlantic Ocean,180,Rural,Sandy,20190524,Cleanup,,-8.77309011579998,40.5507801095797,-8.773829922853047,40.549260483087906,,13,38,,3,1,,5,,,,,,,,,,29,,,,,,9,,,8,,,,3,32,,,,,,,,,,,,41,,14,,,,,,,,,,,,,,,,,,3,1,,,,4,,,,,,,,,,,,28,,,,,,,,50,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
Surfrider Foundation Europe,"148 Route du Bord de Mer, 06700 Saint-Laurent-du-Var, France",,Mediterranean Sea,350,,,20190618,Cleanup,,7.1908319,43.6580307,7.1908319,43.65803070649906,,49,,,,30,,25,,,18,,,,,,,65,,,,,,350,,,42,26,5,18,17,56,,,,,,,,,,,,22,,,,6,,,10,,,,,,,,,,2,2,,,,,40,,20,,,,,,,,,,,,,,,,,13,,,,3,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,0
Surfrider Foundation Europe,"Konrad-Adenauer-Allee 59, 46049 Oberhausen, Allemagne",,Unknown,2500,,,20190519,Cleanup,,6.86119,51.49311000000001,6.86119,51.493110005593,,5,,,4,,,6,,,1,,,,,,,12,,,,,,650,,,44,2,,10,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
Surfrider Foundation Europe,"Passeig de Joan de Borb?, 78, 08003 Barcelona, Spain",ES,Mediterranean Sea,750,,,20191208,Cleanup,,2.1885719,41.37496829999999,2.1885719,41.374968306740946,,,,,12,,,,,,,,,,,,,71,,,,,2,250,,,,10,3,22,9,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,25,,,10,,,,,,,,,,,,,,,,,4,,,,,,,,,,,0
Surfrider Foundation Europe,"3 Route de Ste Anne, 29550 Plon?vez-Porzay, France",,North-east Atlantic Ocean,750,,,20190519,Cleanup,,-4.2205598,48.12587079999999,-4.2205598,48.12587080599622,,5,,,2,,,10,,,2,,,,,,,5,,,,,,20,,,5,,,,,,,,,,,,,,,,,50,,,,1000,,,100,,,,,,,,,,2,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,10,,,0
Surfrider Foundation Europe,"AS-317, 33138 Muros de Nal?n, Asturias, Espa?a",ES,North-east Atlantic Ocean,150,,,20190601,Cleanup,,-6.1131971,43.55370680000001,-6.1131971,43.55370680651035,,,,,25,,,20,,,35,,,,,,,50,,,,,,10,,,,,,,,,,,,,,,,,,,,42,,,,10,,,,,,,,,,,,,3,,,,,,45,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,0
MELTEMI Exhibition Centre Chios,Beatiful view 2,GR,Mediterranean Sea,89,Urban,Sandy,20200526,Cleanup,,26.133822525316358,38.41625054206175,26.13432681346572,38.41554401072853,,1,5,,4,,,2,,,,,,,,,,8,,,,,,4,,,,,,,,11,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWF Denmark,Nr Lyngby,DK,North-east Atlantic Ocean,403,Rural,Sandy,20190506,Cleanup,,9.746645598791762,57.41524479880098,9.744216907029582,57.41186844755707,1,8,18,,2,2,3,8,,2,,,,,,,,73,,,7,,4,54,1,,35,,5,5,1,17,,,,2,,2,,0,,,50,231,1,4,,,,,408,2,,,,,15,82,,,5,1,,19,172,1,64,1,64,,,,,,,8,,,,,43,2,,,,2,3,,0,30,,,,,,,,,,2,,,,,,,,3,,,,,,2,,,,,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,26
Surfrider Foundation Europe,"770 Chemin des Moyennes Br?gui?res, 06600 Antibes, France",FR,Mediterranean Sea,750,,,20190622,Cleanup,,7.1185019,43.6091818,7.1185019,43.60918180650435,,28,,,,10,,92,,,,,,,,,,5,,,,,,8,,,92,,,10,,2,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,258,,34,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Surfrider Foundation Europe,Port Morvn,FR,North-east Atlantic Ocean,192,,,20190528,Cleanup,,-2.5796476800900425,48.57075912568932,-2.5816024141482865,48.56961308950742,,0,,,3,0,,0,,,,,,,,,,18,,,,,2,35,,,12,0,0,0,0,0,,,,,,,,,,,,53,,,,42,,,0,,,,,,,,,,0,0,,,25,,0,,,,,,,,,,,,,,0,,,,,0,,,,0,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,0,,,,,,,,19,,,
EMBLAS,Ureki,,Black Sea,59,Urban,Sandy,20191026,Cleanup,,41.759569387833494,41.99489987051254,41.7597076210976,41.99437463732402,,,,,23,14,2,,,,1,,,,,,,39,,,,1,2,,,,12,12,3,7,,14,,,1,,,,,,,,,3,,,,,,,,,1,,,,,1,,,5,,,,17,10,54,,,,,,,1,,4,,,,,,1,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,2,,,,,,
Surfrider Foundation Europe,"12 Quai Victor Augagneur, 69003 Lyon, France",,Unknown,1100,,,20190518,Cleanup,,4.841193999999999,45.760275,4.841193999999999,45.76027500626721,,18,,,22,,,352,,,22,,,,,,,30,,,,,,2931,,,,,,24,9,13,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2931,,4,,,,,,,,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Surfrider Foundation Europe,"City Stade, 76600 Le Havre, France",,North-east Atlantic Ocean,750,,,20190811,Cleanup,,0.1420562,49.5116967,0.1420562,49.5116967058327,,37,,,5,8,,56,,,3,,,,,,,4,,,,,,35,,,4,65,,3,7,1,,,,,,,,,,,,11,,,,,,,2,,,,,,,,,,,3,,,,,1,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,4,,,10,,,,,,,,,,,,,,,3,,7,,,,,,,,27,,,0
Surfrider Foundation Europe,"Calle de la Paz, 28410 Manzanares el Real, Madrid, Spain",,Unknown,150,,,20190704,Cleanup,,-3.8694583,40.7231114,-3.8694583,40.72311140680807,,30,,,20,15,,10,,,5,,,,,,,,,,,,,50,,,20,,,15,,,,,,,,,,,10,,,15,,,,15,,,,,,,,,,,,,,2,,,,,5,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,,,,,,,,,,,,,,,,,,,,,,,20,,,30,,,,,,,,,,,,,,,,,5,,,,,,,,25,,,0
Surfrider Foundation Europe,"Avenue Mathias Delobel, 59800 Lille, France",,Unknown,750,,,20190519,Cleanup,,3.0451511,50.637023299999996,3.0451511,50.63702330569739,,10,,,4,2,,10,,,1,,,,,,,30,,,,,,1500,,,30,12,,4,,21,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,,,,,,,,,,,,,,,,,,,,,,,5,,,8,,,,,,,,,,,,,,,2,,11,,,,,,,,4,,,0
Surfrider Foundation Europe,"Buggerru Via Diaz Rifornitore Q8, 09010 Buggerru CI, Italia",,Mediterranean Sea,350,,,20190620,Cleanup,,8.40235,39.39972999999999,8.40235,39.399730006941596,,2,,,1,3,,4,,,3,,,,,,,21,,,,,1,30,,,,4,,,,2,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,2,1,,,,,4,,2,,,,,,,,,,,,10,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,,,0
Anemone,Tuzla (Anemone),RO,Black Sea,99,Rural,Sandy,20190404,Monitoring,RO000009,28.662610999769306,43.9991390002806,28.66241699960054,44.000028000075865,,,21,,1,4,,2,,,2,,,,,,,12,1,8,2,6,2,13,,,17,9,,7,3,2,1,,,,,,,,,,1,2,,1,,2,,,,,,,,,3,,,,,,,13,1,,33,1,5,,,,,1,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,,,,3,,,11,,,,1,3,1,,2,,2,1,,36,,,,,,,,,,7,1,,1,,,,,,,,,1,,2,,,,2,,2,,,,2,,,,2,,,
Surfrider Foundation Europe,"83 Route de la Joneli?re, 44300 Nantes, France",,Unknown,2000,,,20190519,Cleanup,,-1.5478807999999997,47.25274240000001,-1.5478807999999997,47.25274240609746,,300,,,3,2,,,,,,,,,,,,21,,,,,1,681,,,51,,2,3,4,2,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,5,,,,2,,,,,1,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,10,,,103,,,,,,,,,,,,,,,4,,18,,,,,,,,12,,,0
Surfrider Foundation Europe,"Zurriola Hiribidea, 39, 20002 Donostia, Gipuzkoa, Espagne",ES,North-east Atlantic Ocean,750,,,20191219,Cleanup,,-1.9752399999999999,43.3256039,-1.9752399999999999,43.325603906534944,,,,,,42,,,,,13,,,,,,,371,,,,,6,136,,,282,19,,4,,21,,,,,,,,,7,,,,,,,47,,,2,,,,,,,,,,,2,,,,,67,,42,,,,,,,,,,,,44,,,,,19,,,,,,,,,,,,,,,,,,,,,13,3,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
Surfrider Foundation Europe,"20 Boulevard Mar?chal Foch, 34250 Palavas-les-Flots, France",FR,Mediterranean Sea,750,,,20190907,Cleanup,,3.9278346999999996,43.52556829999999,3.9278346999999996,43.525568306513385,,4,,,4,1,,36,,,1,,,,,,,38,,,,,1,4693,,,17,27,9,10,7,48,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,3,,,,,,37,,4,,,,,,,,,,,,24,,,,,1,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,5,,,31,,,,,,,,,,,,,,,3,,1,,,,,,,,67,,,0
Surfrider Foundation Europe,"Chemin du Phare, 13500 Martigues, France",,Mediterranean Sea,350,,,20190926,Cleanup,,5.053345,43.327879,5.053345,43.327879006534694,,20,,,35,2,,60,,,,,,,,,,100,,,,,2,1000,,,50,20,3,5,,30,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,5,,,,,100,,75,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,15,,,90,,,,,,,,,,,,,,,50,,15,,,,,,,,200,,,0
Surfrider Foundation Europe,"Pla?a del Mar, Barcelona, Espagne",ES,Mediterranean Sea,750,,,20190927,Cleanup,,2.1887574,41.3748321,2.1887574,41.37483210674097,,6,,,7,11,,4,,,3,,,,,,,114,,,,,2,790,,,7,80,10,25,26,65,,,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,10,17,,,,,,,,,,,,,,,,,,,,,,,54,,,88,,,,,,,,,,,,,,,3,,4,,,,,,,,7,,,0
Surfrider Foundation Europe,"68 Avenue Jean Mermoz, 06230 Saint-Jean-Cap-Ferrat, France",,Mediterranean Sea,150,,,20190508,Cleanup,,7.339510199999999,43.686718199999994,7.339510199999999,43.68671820649596,,42,,,,,,,,,2,,,,,,,40,,,,,,44,,,,,,,41,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Surfrider Foundation Europe,"15 Avenue de la Plage, 86240 Ligug?, France",,Unknown,2500,,,20190519,Cleanup,,0.3347186,46.5173949,0.3347186,46.51739490618162,,16,,,1,3,,3,,,1,,,,,,,3,,,,,,2,,,5,,,2,,,,,,,,,,,,,,1,,,,,,,6,,,,,,,,,,,1,,,,,20,,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,8,,,30,,,,,,,,,,,,,,,,,11,,,,,,,,5,,,0
gBqsPxAZ,dzira intérieur,TN,Mediterranean Sea,329,Rural,Other (mixed),20190915,Cleanup,,10.73969640878236,33.87363198133307,10.739608866161285,33.87660135604125,,3,12,,9,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,
EMBLAS,Kobuleti Northern pelriphery,GE,Black Sea,50,Urban,Pebbels,20200812,Cleanup,,41.771139688692955,41.896287816643664,41.771084378855605,41.89673806002372,,19,,1,56,38,9,14,1,12,,1,,3,,,,31,24,,10,,8,,4,2,54,4,10,12,,4,,1,,,,,,,,,,12,,,1,,,,,,,,,,,7,,,,9,,17,79,1,107,6,,,,,,,,10,1,,,1,4,6,,,6,19,,2,,1,,,,1,,,,,,,1,,,,,,,1,,2,,1,2,,,,,,,,,,,,,,,,,3,3,1,,,,,,,,1,,,,,,,,,,,3,1,,,,,,,,,,
Surfrider Foundation Europe,"9 Port de Plaisance, 06230 Saint-Jean-Cap-Ferrat, France",,Mediterranean Sea,150,,,20190305,Cleanup,,7.333786599999999,43.690842999999994,7.333786599999999,43.69084300649552,,22,,,3,1,,12,,,10,,,,,,,80,,,,,1,41,,,4,25,7,2,1,8,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,1,,,,,,133,,20,,,,,,,,,,,,,,,,,5,,,,2,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,0
Anemone,Vama Veche (Anemone),RO,Black Sea,102,Rural,Sandy,20190403,Monitoring,RO000001,28.57783000020899,43.74860000011902,28.578289999618185,43.74773999987763,,,16,,8,,,,1,,,,,,,,,9,1,,4,2,,159,,,95,,,3,,53,3,,,,,,,,,,,7,,,,3,,,,,,,,,3,,,,,,,11,,,115,1,5,,,,,,,,,,,1,2,,,,,,,,,,1,2,,,,,,,1,3,,,,,7,,,6,,9,,,2,,,,,5,13,,61,,,,,,,,,,9,,2,8,,,,,,,,,,,,,,,13,1,,,,,,1,,,18,1,,
Surfrider Foundation Europe,"Kalea Playaundi, 901, 20302, Gipuzkoa, Espa?a",,North-east Atlantic Ocean,350,,,20190915,Cleanup,,-1.79354,43.347939999999994,-1.79354,43.34794000653254,,93,,,7,10,,5,,,,,,,,,,34,,,,,1,80,,,66,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,16,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,0
Surfrider Foundation Europe,Port la Nouvelle Est Vieille Nouvelle,FR,Mediterranean Sea,578,,,20200216,Cleanup,,3.0656016513203523,43.0225925414428,3.068023509326352,43.02748378022118,,9,,,0,0,,0,,,,,,,,,,0,,,,,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,0,,,,0,,,0,,,,,,,,,,0,0,,,0,,0,,,,,,,,,,,,,,0,,,,,0,,,,0,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,0,,,
Surfrider Foundation Europe,"2 Avenue de l'Oc?an, 40200 Mimizan, France",FR,North-east Atlantic Ocean,350,,,20190323,Cleanup,,-1.29767,44.21071679999999,-1.29767,44.210716806438946,,100,,,25,10,,10,,,20,,,,,,,200,,,,,10,200,,,,100,,25,,80,,,,,,,,,10,,,20,,,,20,,,20,,,,,,,,,,,5,,,,,50,,5,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,20,,,,,,,,,,,,,,,,,3,,,,,,,,10,,,0
Surfrider Foundation Europe,"1237 Route de la Barre, 40220 Tarnos, France",,Unknown,150,,,20190504,Cleanup,,-1.5439361,47.24828289999999,-1.5439361,47.24828290609796,,20,,,15,15,,,,,,,,,,,,5,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,10,,,,,,,,5,,,0
Surfrider Foundation Europe,"111 Avenue Pierre Mend?s France, 13008 Marseille, France",FR,Mediterranean Sea,350,,,20190522,Cleanup,,5.375630400000001,43.2605401,5.375630400000001,43.260540106541946,,48,,,30,30,,99,,,66,,,,,,,30,,,,,,134,,,,,,25,10,50,,,,,,,,,,,,,,,,254,,,,,,,,,,,,,,,,,,,134,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,10,,,,,,,,,,,,,,,,,25,,,,,,,,,,,0
gBqsPxAZ,Asparuhovo beach,BG,Black Sea,102,Urban,Sandy,20191025,Monitoring,,27.912597542961016,43.17545164538007,27.91372458009628,43.1758585808135,,5,,,1,,1,,4,,,,,,,2,,55,46,,33,9,1,498,5,,32,7,3,3,22,23,,,,,,,,,,,,61,,,,,,,2,,,,,,,88,,,,,,2,303,,,,,,,,,1,,12,,,,,95,9,,14,1,,,,,3,,,,,,,,,7,4,,1,,,4,,1,,,7,,,3,16,3,,,18,,,45,,,,5,,,,,,2,,2,24,,,,,,,,,,,2,,,,3,,27,,,1,24,2,,,,,,
